Gene,Env
PLCB1,interaction
PLCE1,interaction
PLD3,interaction
PLIN1,interaction
PLIN4,interaction
PLN,interaction
PLOD1,interaction
PLTP,interaction
PLXNA4,interaction
PLXNB3,interaction
PLXND1,interaction
PMEL,interaction
PMF1,interaction
PMM2,interaction
PMP22,interaction
PMS1,interaction
PMS2,interaction
PNISR,interaction
PNKP,interaction
PNMT,interaction
PNPLA3,interaction
PNPO,interaction
PNPT1,interaction
PODXL,interaction
POLD1,interaction
POLE,interaction
POLG,interaction
POLR1C,interaction
POLR1D,interaction
POLR3B,interaction
POMC,interaction
POMT1,interaction
PON1,interaction
PON2,interaction
PON3,interaction
POP1,interaction
POR,interaction
POT1,interaction
POU3F2,interaction
POU3F4,interaction
POU4F3,interaction
PPAR,interaction
PPARA,interaction
PPARG,interaction
PPARGC1A,interaction
PPARGC1B,interaction
PPFIBP2,interaction
PPP1CB,interaction
PPP2R5D,interaction
PPT1,interaction
PRCP,interaction
PRDM14,interaction
PRDM16,interaction
PRDM9,interaction
PRF1,interaction
PRICKLE1,interaction
PRICKLE2,interaction
PRKAG2,interaction
PRKCA,interaction
PRKCG,interaction
PRKCH,interaction
PRKCQ,interaction
PRKG1,interaction
PRKX,interaction
PRKY,interaction
PRM1,interaction
PRMT7,interaction
PRNP,interaction
PROC,interaction
PRODH,interaction
PROM1,interaction
PROS1,interaction
PRPS1,interaction
PRRC2A,interaction
PRRC2CP1,interaction
PRRT2,interaction
PRSS1,interaction
PRTFDC1,interaction
PSEN1,interaction
PSEN2,interaction
PSG2,interaction
PTEN,interaction
PTGER2,interaction
PTGIS,interaction
PTGS1,interaction
PTGS2,interaction
PTPN11,interaction
PTPN18,interaction
PTPN2,interaction
PTPN22,interaction
PTPRC,interaction
PTPRD,interaction
PTPRO,interaction
PTPRQ,interaction
PTPRR,interaction
PTPRT,interaction
PTS,interaction
PVRL2,interaction
PXK,interaction
PYGM,interaction
QDPR,interaction
QRICH2,interaction
RAB11FIP2,interaction
RAB27A,interaction
RAB32,interaction
RAB6B,interaction
RAD50,interaction
RAD51C,interaction
RAD51D,interaction
RAD51L1,interaction
RAD52,interaction
RAF1,interaction
RANBP1,interaction
RAP1A,interaction
RAPSN,interaction
RARG,interaction
RARRES2,interaction
RASGRP1,interaction
RASSF1,interaction
RB1,interaction
RBFOX1,interaction
RBPJ,interaction
RCAN1,interaction
RDH12,interaction
RDX,interaction
REL,interaction
RELN,interaction
RET,interaction
RFTN1P1,interaction
RFWD3,interaction
RGS1,interaction
RGS2,interaction
RGS4,interaction
RGS6,interaction
RGS7,interaction
RGS9,interaction
RHCE,interaction
RHD,interaction
RHO,interaction
RHOD,interaction
RIMS1,interaction
RIPK1,interaction
RIPK2,interaction
RLN3,interaction
RMRP,interaction
RN18S2P,interaction
RNASEH2CP1,interaction
RNASEL,interaction
RNLS,interaction
RORA,interaction
RPE65,interaction
RPL21,interaction
RPS4Y1,interaction
RPS4Y2,interaction
RPS6KA4,interaction
RRM2B,interaction
RTEL1,interaction
RUNDC3B,interaction
RUNX1,interaction
RWDD3,interaction
RXRG,interaction
RYR1,interaction
RYR2,interaction
RYR3,interaction
SACS,interaction
SAMM50,interaction
SARDH,interaction
SART1,interaction
SBF2,interaction
SCARB1,interaction
SCG3,interaction
SCN10A,interaction
SCN11A,interaction
SCN1A,interaction
SCN1B,interaction
SCN2A,interaction
SCN2B,interaction
SCN3A,interaction
SCN3B,interaction
SCN4A,interaction
SCN4B,interaction
SCN5A,interaction
SCN7A,interaction
SCN8A,interaction
SCN9A,interaction
SCO2,interaction
SCYL1BP1,interaction
SDC2,interaction
SDHAF2,interaction
SDHB,interaction
SDHC,interaction
SDHD,interaction
SEC11B,interaction
SEC61B,interaction
SELE,interaction
SELL,interaction
SEMA3E,interaction
SEPSECS,interaction
SERBP1P2,interaction
SERPINA1,interaction
SERPINA3,interaction
SERPINC1,interaction
SERPINE1,interaction
SERPINF1,interaction
SERPING1,interaction
SETD1A,interaction
SEZ6,interaction
SEZ6L,interaction
SF3B1,interaction
SFR1,interaction
SGCA,interaction
SGCB,interaction
SGCZ,interaction
SGLT1,interaction
SGSH,interaction
SH2B3,interaction
SH2D1A,interaction
SH2D2A,interaction
SH3TC2,interaction
SHANK2,interaction
SHANK3,interaction
SHBG,interaction
SHFM1,interaction
SHISA6,interaction
SHMT1,interaction
SHMT2,interaction
SHOX,interaction
SHROOM2P1,interaction
SHROOM3,interaction
SI,interaction
SIGLEC5,interaction
SIGMAR1,interaction
SIK1,interaction
SIPA1,interaction
SIRT1,interaction
SIX1,interaction
SIX5,interaction
SKOR1,interaction
SLC12A3,interaction
SLC12A5,interaction
SLC12A6,interaction
SLC13A5,interaction
SLC14A1,interaction
SLC15A2,interaction
SLC16A11,interaction
SLC17A5,interaction
SLC17A8,interaction
SLC18A1,interaction
SLC18A2,interaction
SLC19A1,interaction
SLC1A2,interaction
SLC22A1,interaction
SLC22A3,interaction
SLC22A4,interaction
SLC22A5,interaction
SLC24A4,interaction
SLC24A5,interaction
SLC25A12,interaction
SLC25A13,interaction
SLC25A22,interaction
SLC25A4,interaction
SLC26A2,interaction
SLC26A4,interaction
SLC26A5,interaction
SLC28A3,interaction
SLC2A1,interaction
SLC2A9,interaction
SLC30A8,interaction
SLC34A3,interaction
SLC35A2,interaction
SLC37A4,interaction
SLC38A1,interaction
SLC39A2,interaction
SLC39A4,interaction
SLC3A1,interaction
SLC45A2,interaction
SLC4A1,interaction
SLC4A11,interaction
SLC4A5,interaction
SLC5A2,interaction
SLC5A5,interaction
SLC6A1,interaction
SLC6A18,interaction
SLC6A2,interaction
SLC6A3,interaction
SLC6A4,interaction
SLC6A6,interaction
SLC6A8,interaction
SLC7A5,interaction
SLC7A6,interaction
SLC8A1,interaction
SLC9A9,interaction
SLCO1B1,interaction
SLCO1B3,interaction
SLCO2A1,interaction
SLITRK1,interaction
SLPI,interaction
SMAD1,interaction
SMAD2,interaction
SMAD3,interaction
SMAD4,interaction
SMAD5,interaction
SMAD6,interaction
SMAD7,interaction
SMAD9,interaction
SMARCAD1,interaction
SMARCB1,interaction
SMCHD1,interaction
SMN1,interaction
SMN2,interaction
SMOC2,interaction
SMOX,interaction
SMPD1,interaction
SMPX,interaction
SNAI2,interaction
SNAP25,interaction
SNCA,interaction
SNED1,interaction
SNX10,interaction
SNX19,interaction
SNX9,interaction
SOAT1,interaction
SOCS1,interaction
SOCS2,interaction
SOCS3,interaction
SOCS4,interaction
SOCS5,interaction
SOCS6,interaction
SOCS7,interaction
SOD1,interaction
SOD2,interaction
SOD3,interaction
SORCS2,interaction
SORL1,interaction
SORT1,interaction
SOS1,interaction
SOST,interaction
SOX10,interaction
SOX3,interaction
SOX5,interaction
SPAST,interaction
SPEF2,interaction
SPI1,interaction
SPIB,interaction
SPINK5,interaction
SPR,interaction
SPRED2,interaction
SPSB4,interaction
SPTA1,interaction
SPTAN1,interaction
SPTLC1,interaction
SRD5A2,interaction
SREBF1,interaction
SRGAP2,interaction
SRGAP2C,interaction
SRRM2,interaction
SRSF5,interaction
SRSF6,interaction
SRY,interaction
SSAT,interaction
SSTR4,interaction
SSUH2,interaction
ST3GAL3,interaction
ST3GAL4,interaction
STAG3,interaction
STAR,interaction
STAT3,interaction
STAT4,interaction
STAT5A,interaction
STAT5B,interaction
STK11,interaction
STOX1,interaction
STRC,interaction
STSP1,interaction
STX4,interaction
STXBP1,interaction
SULT1A1,interaction
SULT2A1,interaction
SUMF1,interaction
SUOX,interaction
SUPT3H,interaction
SURF1,interaction
SV2A,interaction
SYNGAP1,interaction
SYPL2,interaction
SYT14,interaction
SYT4,interaction
SZT2,interaction
TAB2,interaction
TACO1,interaction
TAF1,interaction
TAGAP,interaction
TANC1,interaction
TAP2,interaction
TARBP1,interaction
TARDBP,interaction
TAS1R,interaction
TAS1R3,interaction
TAS2R38,interaction
TAZ,interaction
TBC1D2,interaction
TBC1D24,interaction
TBC1D4,interaction
TBCE,interaction
TBL1Y,interaction
TBX15,interaction
TBX21,interaction
TBX22,interaction
TBX5,interaction
TBXAS1,interaction
TCF7L2,interaction
TCHH,interaction
TCN1,interaction
TCN2,interaction
TCOF1,interaction
TCTN2,interaction
TDP2,interaction
TECR,interaction
TECTA,interaction
TEK,interaction
TENM2,interaction
TENM4,interaction
TERC,interaction
TERT,interaction
TESC,interaction
TET2,interaction
TF,interaction
TFAM,interaction
TFR2,interaction
TG,interaction
TGFB1,interaction
TGFB2,interaction
TGFB3,interaction
TGFBI,interaction
TGFBR1,interaction
TGFBR2,interaction
TGFBRAP1,interaction
TGIF2LY,interaction
TH,interaction
Thrb,interaction
THSD1,interaction
THSD7B,interaction
TIMELESS,interaction
TIMP2,interaction
TIPARP,interaction
TJP2,interaction
TK2,interaction
TLE3,interaction
TLE6,interaction
TLN2,interaction
TLR1,interaction
TLR2,interaction
TLR3,interaction
TLR4,interaction
TLR6,interaction
TMC1,interaction
TMEM230,interaction
TMEM43,interaction
TMIE,interaction
TMPRSS3,interaction
TMPRSS6,interaction
TNC,interaction
TNF,interaction
TNFAIP3,interaction
TNFRSF10A,interaction
TNFRSF1A,interaction
TNFSF13B,interaction
TNFSF15,interaction
TNK2,interaction
TNMD,interaction
TNNC1,interaction
TNNI3,interaction
TNNT2,interaction
TNP1,interaction
TNXB,interaction
TOLLIP,interaction
TOMM40,interaction
TOP3B,interaction
TOR1A,interaction
TP53,interaction
TPCN1,interaction
TPCN2,interaction
TPD52,interaction
TPH1,interaction
TPH2,interaction
TPM1,interaction
TPMT,interaction
TPO,interaction
TPP1,interaction
TPRN,interaction
TRA,interaction
TRAC,interaction
TRAF1,interaction
TRAF3IP2,interaction
TRAF3IP2-AS1,interaction
TRAF6,interaction
TRANK1,interaction
TREM1,interaction
TREM2,interaction
TRIB2,interaction
TRIM2,interaction
TRIM29,interaction
TRIM5,interaction
TRIOBP,interaction
TRIP13,interaction
TRPA1,interaction
TRPC6,interaction
TRPM4,interaction
TRPM5,interaction
TRPM6,interaction
TRPM8,interaction
TRPV1,interaction
TRPV3,interaction
TRPV4,interaction
TSC1,interaction
TSC2,interaction
TSC22D1,interaction
TSHR,interaction
TSLP,interaction
TSNAX,interaction
TSPEAR,interaction
TSPY23P,interaction
TTC12,interaction
TTC14,interaction
TTC21A,interaction
TTC26,interaction
TTC29,interaction
TTC6,interaction
TTN,interaction
TTR,interaction
TTTY10,interaction
TTTY11,interaction
TTTY14,interaction
TTTY15,interaction
TTTY16,interaction
TTYH1,interaction
TUB,interaction
TUBB8,interaction
TUSC2P1,interaction
TXLNG2P,interaction
TXLNGY,interaction
TXNRD1,interaction
TXNRD2,interaction
TYK2,interaction
TYMS,interaction
TYR,interaction
TYRO3,interaction
TYRP1,interaction
UBA5,interaction
UBE2D3,interaction
UBE2V1P3,interaction
UBQLN2,interaction
UCP1,interaction
UGGT2,interaction
UGT1A1,interaction
UGT1A10,interaction
UGT1A3,interaction
UGT1A4,interaction
UGT1A5,interaction
UGT1A6,interaction
UGT1A7,interaction
UGT1A8,interaction
UGT1A9,interaction
UGT2B15,interaction
UGT2B17,interaction
UGT2B7,interaction
UGT8,interaction
UNC13C,interaction
UNC13D,interaction
UQCC,interaction
UROD,interaction
UROS,interaction
USH1C,interaction
USH1G,interaction
USH2A,interaction
USP9Y,interaction
UTY,interaction
VAMP8,interaction
VARS,interaction
VCAN,interaction
VCL,interaction
VCP,interaction
VDR,interaction
VEGFA,interaction
VEGFB,interaction
VEGFC,interaction
VEZT,interaction
VHL,interaction
VKORC1,interaction
VLDLR,interaction
VPS35,interaction
VPS41,interaction
VPS53,interaction
VSX1,interaction
VWF,interaction
WDFY3,interaction
WDPCP,interaction
WDR36,interaction
WDR45,interaction
WDR62,interaction
WDR66,interaction
WFS1,interaction
WISP3,interaction
WNT2,interaction
WNT4,interaction
WRN,interaction
WT1,interaction
WWC1,interaction
WWOX,interaction
WWTR1,interaction
XAB2,interaction
XIAP,interaction
XPC,interaction
XPNPEP2,interaction
XRCC1,interaction
XRCC2,interaction
YAP1,interaction
YARS2,interaction
YDJC,interaction
ZBED9,interaction
ZBTB40,interaction
ZBTB7A,interaction
ZBTB7B,interaction
ZDHHC9,interaction
ZEB1,interaction
ZEB2,interaction
ZFHX2,interaction
ZFPM1,interaction
ZFPM2,interaction
ZFY,interaction
ZFYVE26,interaction
ZKSCAN3,interaction
ZMAT4,interaction
ZNF285B,interaction
ZNF295-AS1,interaction
ZNF365,interaction
ZNF644,interaction
ZNF80,interaction
ZNF804A,interaction
ZNRF3,interaction
ZSCAN25,interaction
ZSCAN31,interaction
ZSWIM6,interaction
A4GALT,diet
AANAT,diet
AARS,diet
AARS2,diet
ABCA1,diet
ABCA12,diet
ABCA3,diet
ABCA4,diet
ABCA7,diet
ABCB1,diet
ABCB4,diet
ABCB6,diet
ABCC11,diet
ABCC2,diet
ABCC4,diet
ABCC6,diet
ABCC8,diet
ABCC9,diet
ABCD1,diet
ABCG2,diet
ABCG8,diet
ABL1,diet
ABO,diet
ABP1,diet
ACADM,diet
ACADVL,diet
ACAT1,diet
ACE,diet
ACKR1,diet
ACSF3,diet
ACTA1,diet
ACTA2,diet
ACTC1,diet
ACTG1,diet
ACTN1,diet
ACTN3,diet
ACTN4,diet
ACVR1,diet
ACVR1B,diet
ACVRL1,diet
ADA,diet
ADAD1,diet
ADAM10,diet
ADAM19,diet
ADAM33,diet
ADAMTS1,diet
ADAMTS12,diet
ADAMTS13,diet
ADAMTS2,diet
ADAMTSL3,diet
ADAMTSL4,diet
ADC,diet
ADCK4,diet
ADCY2,diet
ADCY3,diet
ADCY5,diet
ADH1B,diet
ADH1C,diet
ADH4,diet
ADIPOQ,diet
ADIPOR2,diet
ADK,diet
ADORA2A,diet
ADRA1A,diet
ADRA1B,diet
ADRA1D,diet
ADRA2A,diet
ADRA2B,diet
ADRA2C,diet
ADRB1,diet
ADRB2,diet
ADRB3,diet
AFF3,diet
AFG3L2,diet
AGAP2,diet
AGBL1,diet
AGPS,diet
AGT,diet
AGTR1,diet
AGXT,diet
AHCY,diet
AHSG,diet
AIP,diet
AIPL1,diet
AJAP1,diet
AJUBA,diet
AK7,diet
AKAP4,diet
AKR1D1,diet
AKT1,diet
ALAD,diet
ALB,diet
ALDH16A1,diet
ALDH1A3,diet
ALDH2,diet
ALDH3A2,diet
ALDH4A1,diet
ALDH5A1,diet
ALDH7A1,diet
ALDOA,diet
ALDOB,diet
ALDOC,diet
ALG13,diet
ALOX5AP,diet
ALPK3,diet
ALPL,diet
ALS2,diet
AMELY,diet
AMPD1,diet
ANG,diet
ANGPTL3,diet
ANK2,diet
ANK3,diet
ANKK1,diet
ANKRD11,diet
ANKRD36P1,diet
ANLN,diet
ANO5,diet
ANXA11,diet
ANXA5,diet
AOC1,diet
AP1S1,diet
AP3B1,diet
AP3B2,diet
AP3M1,diet
AP4E1,diet
APC,diet
APEX1,diet
APEX2,diet
APLP2,diet
APOA2,diet
APOA5,diet
APOB,diet
APOC2,diet
APOC3,diet
APOE,diet
APOL1,diet
APOM,diet
APP,diet
APPL2,diet
AQP1,diet
AQP4,diet
AR,diet
ARAP1,diet
ARC,diet
ARG1,diet
ARHGAP11B,diet
ARHGAP24,diet
ARHGDIA,diet
ARHGEF9,diet
ARID1B,diet
ARID5B,diet
ARL15,diet
ARMC2,diet
ARMS2,diet
ARNT2,diet
ARNTL,diet
ARPC1B,diet
ARSA,diet
ARSDP1,diet
ART4,diet
ARV1,diet
ARX,diet
ASAP1,diet
ASB1,diet
ASB10,diet
ASGR1,diet
ASL,diet
ASPA,diet
ASPM,diet
ASS1,diet
ASTN2,diet
ASXL1,diet
ATF7IP,diet
ATG16L1,diet
ATG4D,diet
ATIC,diet
ATM,diet
ATP11A,diet
ATP13A2,diet
ATP1A2,diet
ATP2A1,diet
ATP2C1,diet
ATP2C2,diet
ATP6V0A4,diet
ATP7A,diet
ATP7B,diet
ATP8B4,diet
ATR,diet
ATXN1,diet
ATXN2,diet
ATXN2L,diet
AURKA,diet
AUTS2,diet
AVP,diet
AVPR1A,diet
AVPR1B,diet
B3GALNT1,diet
B3GAT2,diet
B4GALNT3,diet
BAAT,diet
BACE1,diet
BAD,diet
BAG3,diet
BAIAP2,diet
BAK1,diet
BANF1,diet
BANK1,diet
BARD1,diet
BATF3,diet
BCAM,diet
BCAR1,diet
BCHE,diet
BCKDHA,diet
BCKDHB,diet
BCL2,diet
BCL2L1,diet
BCL2L11,diet
BCL2L2-PABPN1,diet
BCMO1,diet
BCOR,diet
BCORP1,diet
BCR,diet
BCS1L,diet
BDKRB2,diet
BDNF,diet
BDP1,diet
BHLHE41,diet
BHMT,diet
BLK,diet
BLM,diet
BLOC1S3,diet
BLOC1S6,diet
BLZF1,diet
BMP2,diet
BMPR1A,diet
BMPR2,diet
BMS1,diet
BNC2,diet
BOLA2,diet
BOLA3,diet
BPGM,diet
BRAF,diet
BRCA1,diet
BRCA2,diet
BRIP1,diet
BTBD9,diet
BTD,diet
BTK,diet
C12orf51,diet
C13orf31,diet
C14orf93,diet
C19ORF12,diet
C1QTNF7,diet
C21orf91,diet
C3,diet
C4B,diet
C5,diet
C6orf10,diet
C8orf80,diet
C9orf102,diet
C9orf72,diet
CABP2,diet
CACNA1A,diet
CACNA1B,diet
CACNA1C,diet
CACNA1C-AS1,diet
CACNA1D,diet
CACNA1G,diet
CACNA1H,diet
CACNA1I,diet
CACNA1S,diet
CACNA2D4,diet
CACNB2,diet
CADM2,diet
CALB1,diet
CALHM1,diet
CALR3,diet
CALU,diet
CAMK1,diet
CAMK1D,diet
CAMK2A,diet
CARD11,diet
CARD14,diet
CARD8,diet
CARD9,diet
CASKP1,diet
CASP3,diet
CASP8,diet
CASP9,diet
CASQ2,diet
CASR,diet
CATSPER3,diet
CAV3,diet
CBLB,diet
CBS,diet
CBX5,diet
CCDC122,diet
CCDC174,diet
CCDC3,diet
CCDC39,diet
CCDC50,diet
CCDC8,diet
CCDC88B,diet
CCKAR,diet
CCL11,diet
CCL2,diet
CCL21,diet
CCL26,diet
CCL27,diet
CCL3L1,diet
CCM2,diet
CCR2,diet
CCR3,diet
CCR5,diet
CCR6,diet
CD14,diet
CD244,diet
CD24P4,diet
CD274,diet
CD28,diet
CD2AP,diet
CD320,diet
CD33,diet
CD3D,diet
CD40,diet
CD44,diet
CD58,diet
CD59,diet
CD68,diet
CD69,diet
CDH1,diet
CDH13,diet
CDH2,diet
CDH23,diet
CDH4,diet
CDKAL1,diet
CDKL5,diet
CDKN1A,diet
CDKN1B,diet
CDKN2A,diet
CDKN2B,diet
CDKN2B-AS1,diet
CEACAM16,diet
CELSR1,diet
CENPE,diet
CEP135,diet
CEP152,diet
CEP290,diet
CES1,diet
CETP,diet
CFAP43,diet
CFAP44,diet
CFAP65,diet
CFAP69,diet
CFH,diet
CFI,diet
CFTR,diet
CHAMP1,diet
CHCHD10,diet
CHD7,diet
CHD8,diet
CHEK1,diet
CHEK2,diet
CHI3L1,diet
CHIT1,diet
CHKB,diet
CHM,diet
CHMP2B,diet
CHRM1,diet
CHRM2,diet
CHRM3,diet
CHRM4,diet
CHRM5,diet
CHRN,diet
CHRNA3,diet
CHRNA4,diet
CHRNA5,diet
CHRNA7,diet
CHRNB3,diet
CIB2,diet
CISD2,diet
CLCN1,diet
CLDN14,diet
CLDN16,diet
CLDN19,diet
CLEC16A,diet
CLN3,diet
CLN5,diet
CLN6,diet
CLN8,diet
CLN9,diet
CLOCK,diet
CLPP,diet
CLPTM1,diet
CLRN1,diet
CLTCL1,diet
CMAS,diet
CMYA5,diet
CNGB3,diet
CNNM1,diet
CNR1,diet
CNR2,diet
CNTN5,diet
CNTNAP2,diet
COASY,diet
COCH,diet
COG5,diet
COL11A1,diet
COL11A2,diet
COL17A1,diet
COL1A1,diet
COL1A2,diet
COL27A1,diet
COL2A1,diet
COL3A1,diet
COL4A3,diet
COL4A4,diet
COL4A5,diet
COL4A6,diet
COL5A1,diet
COL5A2,diet
COL6A2,diet
COL6A3,diet
COL7A1,diet
